mlu	estado	revisado_antes	titulo	autor
MLU650055728	encargo	no	Cómo Planificar Y Evaluar En El Aula. Propuestas Y Ejemplos	Cecilia Bixio
MLU650068366	encargo	no	El Desarrollo De La Lengua Oral En El Aula Escuchar Hablar	Maria Luisa Avendao, Fernando; Miretti
MLU650080104	encargo	no	Psicopedagogía: Revisión De Conceptos Y Problemas - Filidoro	Filidoro Bertoldi Y Otros
MLU650080162	encargo	no	Camus : El Mito De Sisifo	Albert Camus
MLU650080606	encargo	no	Eva Muñoz Lujuria Libro 1 De Lujuria	Eva, Munoz
MLU650089524	encargo	no	Curar El Trauma Del Desarrollo	Laurence Heller
MLU650093676	encargo	no	Murphy-hiscok : Hechizos Protección Anula Energías Negativas	ARIN MURPHY-HISCOK
MLU650098462	disponible	si	Comunicación Compasiva Cómo Remediar Relaciones Difíciles	Corrine R. Stoewsand
MLU650103030	encargo	no	Gutenberg Genios	Jaime Bayly
MLU650132492	encargo	no	Cuadradito Y Circulito: Vacaciones En El Hotel Mohoso	Autores, Vários
MLU650162382	encargo	no	Neurociencia Rotger Marilina	Marilina Rotger
MLU650167708	encargo	no	Como Trabaja Un Psicoanalista Nasio, Juan David	Juan David Nasio
MLU650174688	encargo	no	Hamnet Maggie O'farrell	Maggie O'Farrell
MLU650178506	encargo	no	Sanando La Herida Materna Generacional Colectivo Femenino	Aura Medina De Wit
MLU650184074	encargo	no	Sumar Al Amor Habilidades Relaciones  Emociones Intensas	Paula S. José Quintero * Pablo Gagliesi * Tony Dubose
MLU650184136	encargo	no	Dialéctico Conductual Boggiano Desregulación Emocional	Juan Pablo Boggiano * Pablo Gagliesi * Marsha M. Linehan *
MLU650213522	encargo	no	La Soledad De La Reina Pilar Eyre	Eyre, Pilar
MLU650239128	encargo	no	Registros Akashicos Gomez Guillermo	GOMEZ GUILLERMO
MLU650249475	encargo	no	Guía Mapa De Londres 2a Edición - Julián De Dios	De Dios Julián
MLU650249847	encargo	no	Langenscheidt Diccionariopacto Esp-aleman / Aleman-esp, De No Aplica., Vol. 1. Editorial Klett, Tapa Blanda En Español/alemán	No Aplica
MLU650328808	encargo	no	Adios, Planes-frustracion / Hola Sorpresa-optimismo	Erdman , Roxanna
MLU650353050	encargo	no	Cachorros Salvan Comida Voladora Paw Patrol Patrulla Canina	SPIN MASTER
MLU650367726	encargo	no	Familia Conformaciones Familiares Reproducción Asistida	Elisabeth Ormart
MLU650379880	encargo	no	Nuestro Iceberg Se Derrite	John Kotter
MLU650381651	encargo	no	Libro Decretos Al Arcángel Miguel, De Elizabeth Prophet. Editorial Porcia Ediciones (g), Tapa Blanda ( 2014)	ELIZABETH PROPHET
MLU650387026	encargo	no	Dsm 5 Casos Clinicos	American Psychiatric Association / John W. Barnhill
MLU650394957	encargo	no	Psicosis, Perversión, Neurosis - Philippe Julien	Philippe Julien
MLU650395027	encargo	no	Fórmulas Brujas Mágica Hechizos Amor Protección Swami Manuel	SWAMI MANUEL
MLU650419756	disponible	si	Yo Quiero Ser Amigo De Santi	Giselle Vetere
MLU650428374	encargo	no	Simple Y Consciente Un Viaje Sanador Silvina Luna	Silvina Luna
MLU650537290	encargo	no	Libro El Sinsentido Común - Vilaseca Borja	Borja Vilaseca
MLU650550330	encargo	no	Banda De Pica Pau 2, La - Yan Schenkel	Editorial GG de México
MLU650630800	encargo	no	Electrotecnia 350 Conceptos Teóricos 800 Problemas	JOSE GARCIA TRASANCOS
MLU650631518	encargo	no	Aforrismos A Un Click Del Amor Autor Chausovsky Ivan	Ivan Chausovsky
MLU650652663	encargo	no	Doce Pasos A La Iluminación, De Israel Regardie. Editorial Editorial Ibis, Tapa Blanda En Español	ISRAEL REGARDIE
MLU650698224	disponible	si	Las Sillas No Son Para Sentarse, Son Para Pensar - Lewin	Laura Lewin
MLU650891374	encargo	no	Manual De Entrenamiento En Habilidades Dbt Para Consultante	MARSHA. LINEHAN
MLU650928330	disponible	si	108 Fórmulas Mágicas Para Tu Día A Día, De Swami Manuel. Editorial Manuel Sánchez Méndez, Tapa Blanda En Español, 2022	SWAMI MANUEL
MLU650995864	encargo	no	El Test De Los Dibujos Wartegg, De Ursula Ave-lallemant. Editorial Lasra Ediciones, Tapa Blanda En Español, 2017	Ursula Ave-Lallemant
MLU650996132	disponible	si	Pendulum - Gadini, Roberto - Estuche (libro + Péndulo), De Gadini, Roberto. Editorial Lo Scarabeo En Español	GADINI, ROBERTO
MLU651004486	encargo	no	Recuerda Gía Ciccimarra Emociones	Gía Ciccimara
MLU651009142	encargo	no	Libro Sé Tu Propio Biodescodificador - Pablo Vázquez Kunz	PABLO VAZQUEZ KUNZ
MLU651058122	encargo	no	Esperanza Para La Familia, De Willie Y Elaine Oliver. Editorial Aces, Tapa Blanda En Español	Willie Y Elaine Oliver
MLU651083120	disponible	si	Enhorabuena Por Tu Fracaso, De Arturo González-campos. Editorial Plan B, Tapa Dura En Español, 2022	ARTURO GONZÁLEZ-CAMPOS
MLU651094636	disponible	si	Reina De Corazones - Heiland, Julie, De Heiland, Julie. Editorial Planeta, Tapa Dura En Español	Heiland, Julie
MLU651245220	encargo	no	La Madre Emocionalmente Ausente	Jasmin Lee Cori
MLU651279372	encargo	no	Libro La Batalla Cultural - Agustín Laje	Agustín Laje
MLU651358314	encargo	no	Ferreira Romero: Alimente Sus Pastos Con Sus Animales	FERREIRA ROMERO, Nilo
MLU651367520	encargo	no	Messi. Campeon Del Mundo - Vvaa	VV. AA.
MLU651373705	encargo	no	Sesión Abierta - Las Almas Conectan, El Espíritu Sana, De Noelia Pace. Editorial V&r, Tapa Blanda En Español, 2024	Noelia Pace
MLU651379504	encargo	no	Libro Hijo Tapa Dura - Almada / Wimmer Abrz	Ariel Andrés Almada
MLU651381127	encargo	no	Libro Destruye Para Sanar 2 - Sanación Y Ruptura	Mind Shift Publishing
MLU651458499	disponible	si	Mi Estuche De Pictos Animales Geu Editorial	Geu Editorial
MLU651470726	disponible	si	Nacimientos Bajo Control: El Parto En Las Edades Moderna Y Contemporánea, De Sonia García Galán. Editorial Ediciones Trea, Tapa Blanda En Español	Sonia García Galán
MLU651486774	encargo	no	Teoria U, De Scharmer, C. Otto. Editorial Elefthería En Español	Scharmer, C. Otto
MLU651489294	encargo	no	Nace Un Papá - Criado, Pins	Criado Pins
MLU651491410	encargo	no	Libro : Su Hijo, Una Persona Competente Hacia Los Nuevos	Juul, Jesper
MLU651512882	encargo	no	Listas Para La Party - Karina & Marina,	Karina & Marina
MLU651512894	encargo	no	Los Números No Mienten, De Smil, Vaclav. Editorial Debate, Tapa Blanda En Español	Smil, Vaclav
MLU651512902	encargo	no	Yo No Soy Un Hijo Roto - Morata Sanchez,mati	Morata Sánchez, Mati
MLU651513426	disponible	si	Los Siete Años De La Abundancia	Keret, Etgar
MLU651513438	encargo	no	Libro Palabras Magicas Para Tiempos Dificiles	Nuñez Pereira Cristina
MLU651513446	encargo	no	El Apego En El Aula, De Heather Geddes	Heather Geddes
MLU651513496	encargo	no	Mujer Desnuda, La - Armonia Somers	Armonía Somers
MLU651513580	encargo	no	Los Misterios De La Kabbala	Eliphas Levi
MLU651513586	encargo	no	Ira,la - Thich Nhat Hanh	Hanh, Thich Nhat
MLU651513894	encargo	no	Decir Si A La Vida - Joan Garriga - Libro Original	Joan Garriga
MLU651513918	encargo	no	Palabras Semilla - Magela Demarco. Novedad Brujita De Papel	Caru Grossi
MLU651520688	encargo	no	Cómo Trabaja Un Psicoanalista, De Juan David Nasio. Paidos Editorial, Tapa Blanda En Español	Juan David Nasio
MLU651525776	encargo	no	Libro El Doc En Casa - Diego Montes De Oca - El Ateneo	Diego Montes de Oca
MLU651525810	encargo	no	Libro ¿puedo Mirar Tu Pañal? - Van, Guido	VAN, GUIDO
MLU651525818	encargo	no	Que Enseñes No Significa Que Aprendan - Laura Lewin	Laura Lewin
MLU651526048	disponible	si	Generos, Cuerpos, Placeres - Ayouch, Thamy -lv	Ayouch, Thamy
MLU651526188	encargo	no	Disciplina Positiva De La A A La Z 3ªed - Nelsen	NELSEN, J. ET AL.
MLU651526308	encargo	no	Manual De Entrenamiento En Habilidades Dbt Para El/la Consul	Marsha M. Linehan
MLU651538708	encargo	no	Revolucion Epigenetica,la - Carey,nessa	Nessa Carey
MLU651538734	encargo	no	Libro Las Plantas Magicas Botanica Oculta, Paracelso [ Dhl ]	Paracelso
MLU651538752	encargo	no	Diario De Pilar En Grecia: No Aplica, De Flavia Lins E Silva. Serie No Aplica, Vol. No Aplica. Editorial V&r, Tapa Blanda, Edición 1 En Español, 2015	Flávia Lins e Silva
MLU651538756	disponible	si	Detras Del Espejo - Lujan Iuale	Lujan Iuale
MLU651539040	encargo	no	La Tierra En Llamas (último Reino 5) - Bernard Cornwell	Bernard Cornwell
MLU651539052	encargo	no	Canciones Inolvidables - Letras Y Acordes - Guitarra Y Piano	Francisco Vazquez
MLU651539086	encargo	no	Media Training - Daniel Colombo	Daniel Colombo
MLU651539090	encargo	no	Ortografia Escolar De La Lengu A Española - Rae	Real Academia Española
MLU651539128	encargo	no	El Canto De Las Horas - Florencia Luce - Libros Del Zorzal	Florencia Luce
MLU651548684	encargo	no	La Verdad Sospechosa, De Juan Ruiz De Alarcón. Editorial Ediciones Cátedra, Tapa Blanda En Español	Juan Ruiz de Alarcón
MLU651548752	encargo	no	Actualización Del Test De Apercepción Temática: Una Lectura Psicoanalítica, De Susana L. Torres De Lugea Susana Russo. Editorial Biblos, Tapa Blanda, Edición 1 En Español	Susana L. Torres De Lugea Susana Russo
MLU651562062	encargo	no	El Clan Del Oso Cavernario - Jean M. Auel - Océano Exprés	Jean M. Auel
MLU651562108	encargo	no	Archivos De Stanley Kubrick (es) - Aa.vv	Castle, Alison
MLU651562666	encargo	no	Origen - Deadpool - Edicion Corregida Y Aumentada	VV. AA.
MLU651562704	disponible	si	Psicopedagogía Conceptos Y Problemas Norma Filidoro (bi)	Norma Filidoro
MLU651562776	encargo	no	Prosperidad Verdadera. Como Tenerlo Todo	YEHUDA BERG
MLU651562786	encargo	no	La Quinta Disciplina De Peter M. Senge En Español Tapa Blanda	Peter M. Senge
MLU651562826	encargo	no	Running. Mejora Tu Técnica - Chris Napier	Chris Napier
MLU651562836	disponible	no	Oportunidad De Educar Con Inclusión (hs)	Andrea P. Travaini
MLU651562840	encargo	no	Safari A La Estrategia	Mintzberg, Henry - Ahlstrand, Bruce - Lampel, Joseph
MLU651563100	encargo	no	Libro De Comerciante A Empresario - Guillermo González	Guillermo González
MLU651569404	disponible	si	El Tamaño Del Corazón, De Sanchez Varela Emma Misspink. Editorial Cuentería Respetuosa, Tapa Dura En Español	SANCHEZ VARELA EMMA MISSPINK
MLU651574730	disponible	si	Introducción A La Obra De Henri Wallon, De Ignasi Vila. Anthropos Editorial, Tapa Blanda En Español	Ignasi Vila
MLU651575108	encargo	no	Manual De Viticultura Enologia Y Cata - Manuel Lopez Alej...	López Alejandre, Manuel
MLU651575120	encargo	no	El Talking Manager De Álvaro González-alorda	González-Alorda, Álvaro
MLU651575132	encargo	no	Núñez Bustos: Mariposas Ciudad De Buenos Aires Y Alrededores	Ezequiel Nuñez Bustos
MLU651575322	encargo	no	Libro Secretos De La Gente Sana Dbc	Mateo, Ma. José
MLU651575382	disponible	si	Libro Springfield Confidencial, De Klickstein, Mathew. Editorial Roca Editoral - Argentina, Tapa Blanda (2019)	Klickstein, Mathew
MLU651575456	encargo	no	El Negociador: Consejos Para Triunfar En La Vida Ayub, Artur	Ayub, Arturo Elias
MLU651575500	encargo	no	Herramientas Para Alfabetizar En El Jardín De Infantes	Fernandez Panizza,Gabriela
MLU651575574	disponible	si	Una Posibilidad Entre Mil - Durán Cristina Y Giner Bou	Durán Cristina y Giner Bou Miguel A
MLU651575582	encargo	no	Enciclopedia De Las Hierbas Magicas [ Scott Cunningham ]	Scott Cunningham
MLU651575836	encargo	no	Libro Arta Contra El Alien Maximo	ARTA GAME
MLU651588134	encargo	no	Iron Man Superior (integral), De Taylor, Tom. Editorial Panini Comics, Tapa Dura En Español	Taylor, Tom
MLU651588660	encargo	no	Mujercitas (colección Alfaguara Clásicos) Louisa May Alcott	Louisa May Alcott
MLU651588724	encargo	no	Libro: El Club De Las 5 De La Mañana / Robin Sharma	Robin Sharma
MLU651588744	encargo	no	Tao Te Ching	TSE, LAO
MLU651601074	encargo	no	Libro La Traición Progresista - Alejo Schapire	Alejo Schapire
MLU651601098	encargo	no	Libro El Motivo	Lencioni, Patrick
MLU651601240	encargo	no	Diario De Los Beatles, El - Barry Miles	Barry Miles
MLU651601336	encargo	no	Libro El Dispositivo Del Hospital De Dia En Adicciones / Nov	Trimboli, Alberto
MLU651601362	encargo	no	El Extraño Orden De Las Cosas -	AUTOR
MLU651601386	encargo	no	Libro Expreso Mis Emociones Con Lobo	Los editores de Auzou
MLU651601448	encargo	no	Libro Cuadradito Y Circulito - Vacaciones En El Hotel Mohoso - Altea	Cuadradito y Circulito
MLU651601718	encargo	no	Manual De Sexología Y Terapia Sexual	Cabello Santamaría, Francisco
MLU651614146	encargo	no	Hiperactividad Y Déficit De Atención?: Otra Forma De Prevenir Y Abordar El Problema, De Heike Freire. Editorial Rba Integral En Español	Heike Freire
MLU651620424	encargo	no	Tabla De Alimentos Para Diabeticos	FRITZSCHE DORIS
MLU651642302	disponible	si	El Mundo Infantil Según Oesterheld, De Foncueva, Miguel Angel. Editorial El Tanque De Agua En Español	FONCUEVA, MIGUEL ANGEL
MLU651674214	disponible	si	Intervención Integral En Las Demencias	Ostrosky Shejet, Feggy
MLU651706380	encargo	no	Oceano Boson De Higgs No Te Va A Hace	Javier Santaolalla
MLU651706582	encargo	no	The Art And Science Of Ernst Haeckel Taschen	RAINER WILLMANN
MLU651746071	disponible	si	Manual Pastoreo Seguro Cómo Usar Perros Para Defender Ganado	David Nieto Maceín
MLU651749388	encargo	no	Palmeras En La Nieve, De Gabás, Luz. Editorial Planeta, Tapa Dura En Español	Gabás, Luz
MLU651761196	encargo	no	Libro Organización Y Animación De Ludotecas, De López Matallana, María. Editorial Editorial Ccs, Tapa Blanda	López Matallana, María
MLU651800370	encargo	no	Dulces Sueños! Cómo Lograr Que Tus Hijos Duerman Tranquilos, De María Berrozpe Martínez. Editorial Anaya Multimedia En Español	Berrozpe Martinez, Maria
MLU651825986	encargo	no	Somos Familia, De Elisabeth Ormart. Editorial Molinos De Viento 2016, Tapa Blanda En Español	Elisabeth Ormart
MLU651861229	disponible	si	Ejercicios Practicos De Psicogenealogia, De Schützenberger, Anne Ancelin. Editorial Editorial Sirio, Tapa Blanda En Español, 2025	Schützenberger, Anne Ancelin
MLU651861455	encargo	no	El Eternauta Oesterheld 1969 Edición Clásica	H.G. Oesterheld
MLU651877678	encargo	no	Buenas Noches, Abuelo, De R. / Peris C. Bausà. Editorial Loguez Ediciones En Español	R. / PERIS C. BAUSÀ
MLU651899878	disponible	si	Frases Cuánticas, De Brigitte Champetier. Editorial Berna L. Vaianella, Tapa Blanda En Español	BRIGITTE CHAMPETIER
MLU651942506	disponible	si	Ser Madre Es Un Placer	MERCADER AMIGÓ, Laura
MLU651942512	encargo	no	Como Educar Con Firmeza Y Cariño Nelsen Disciplina Positiva	J. ET AL. NELSEN
MLU651946600	disponible	no	Cómo Santa Teresa Me Acompañó Al Sufismo, De Herrero Gil, Mardía. Fragmenta Editorial, Sl, Tapa Blanda En Español	Herrero, Mardía
MLU651947152	disponible	si	Libro Emociones, De Elisabet Abeyà Lafontana. Editorial Editorial Octaedro, Tapa Blanda	Elisabet Abeyà Lafontana
MLU651963758	encargo	no	La Formación Del Psicomotricista Ppa®	Bernard Aucouturier
MLU651986088	encargo	no	Libro Evolución Humana, De Ayala, Francisco J., Tapa Blanda (2013)	Ayala, Francisco J.
MLU651986286	encargo	no	Libro Enciclopedia De Tolkien, De Nebreda, José María. Editorial Alberto Santos, Tapa Blanda	Nebreda, José María
MLU651994370	encargo	no	Dos Corazones Misma Piel Dermatologia Madre Dermatologa	Maroñas, Lidia
MLU652002742	encargo	no	Ict - Cambridge Igcse - 2nd Edition - Hodder Education	Graham Brown
MLU652002744	encargo	no	Kintsugi - Celine Santini	Santini, Céline
MLU652020716	encargo	no	Cómo Liberarse De Una Madre Narcisista	Hannah Alderete
MLU652024816	encargo	no	Libro El Desarrollo De La Lengua Oral En El Aula, De Maria Luisa Avendao, Fernando; Miretti. Editorial Homosapiens Ediciones, Tapa Blanda	Maria Luisa Avendao, Fernando; Miretti
MLU652056182	encargo	no	El Pasillo Estrecho - Acemoglu, Daron (paperback)	Acemoglu, Daron
MLU652056188	encargo	no	Libro Un Kilómetro Más - Cantilo, Sofi	Cantilo, Sofi
MLU652056196	encargo	no	Señales Enviadas Desde El Cielo - Vurtue, Doreen	VURTUE, DOREEN
MLU652056200	disponible	no	Franz Ruppert - Trauma Precoz - Ed. Herder	FRANZ RUPPERT
MLU652058998	encargo	no	Oraciones Que Derrotan A Los Demonios	John Eckhardt
MLU652059692	encargo	no	Manual De Costura: Faldas Y Pantalones - De Leo, Anna	De Leo Anna
MLU652060520	encargo	no	Libro Las 5 Piezas Clave Del Puzzle De La Vida Por Jim Rohn	Jim Rohn
MLU652063268	encargo	no	The Design Of Everyday Things [ Original ] Don Norman	Don Norman
MLU652082196	encargo	no	Cine Libro 50 Aniversario Padrino Coppola	CASAS, QUIM/ECHAGUE, JAIME V./LOPEZ, JESUS ANTONIO
MLU652082206	encargo	no	Romper El Ciclo - Mariana Gomez Badia	Gomez Badia, Mariana
MLU652083500	disponible	si	Loczy, Una Insolita Atencion Personal, De David, Myriam. Editorial Octaedro, Tapa Blanda En Español	Myriam David
MLU652084814	encargo	no	Guía Del Síndrome De Asperger, De Tony Attwood. Editorial Paidós, Tapa Blanda, Edición 1 En Español	Attwood, Tony
MLU652086270	encargo	no	Libro La Masonería En La Edad Media - Eduardo R. Callaey	EDUARDO CALLAEY
MLU652086330	encargo	no	Jolly Phonics 2 - Pupil Book	Lloyd, Sue
MLU652086374	encargo	no	El Reflejo De Nuestras Emociones	ANGELES WOLDER HELLING
MLU652087816	encargo	no	El Espejo Vacío, De Wetering, Janwillem Van Den. Editorial Kairós Sa, Tapa Blanda En Español	Wetering, Janwillem Van Den
MLU652087826	disponible	si	Libro Laberintos E.s.i. De Gabriela Vexina	Gabriela Vexina
MLU652095170	encargo	no	La Quinta Disciplina En La Práctica Estrategias Y Herramient	Peter M. Senge
MLU652096640	disponible	no	Libro El Desván De Las Letras, De Emma S. Varela - Elisenda Ripollès Vilaseca. Editorial Eolas Ediciones	Emma S. Varela - Elisenda Ripollès Vilaseca
MLU652096770	disponible	si	De La Teta Al Plato	Piermarini, Lucio
MLU652097102	encargo	no	Libro Jugar Por Jugar, De Alfonso Lazaro Lazaro, Tapa Blanda	Alfonso Lazaro Lazaro
MLU652098032	encargo	no	Libro Realismo Imaginativo	Gurney, James
MLU652101118	disponible	si	New Moon	Meyer, Stephenie
MLU652101134	encargo	no	Lo Que Queda De La Infancia - Antelo, Redondo	ANTELO, REDONDO
MLU652102276	encargo	no	Ser Humanos Facundo Manes Y Mateo Niro Firmado Por Autores	Mateo Niro
MLU652102280	disponible	si	Libro El Futuro Es Libre , Buen Karma , Mal Karma , Mas Alla	Trungpa, Chögyam
MLU652102302	encargo	no	Eres Una Madre Maravillosa - Lucia Galan Bertrand	Galán Bertrand, Lucía
MLU652108152	encargo	no	Mundo De Indy La Epidemia De Bullying,el	El mundo de Indy
MLU652109478	encargo	no	Libro Diabetes Sin Problemas, De Frank Suarez, Vol. 100. Editorial Metabolic Press, Tapa Blanda (2015)	Frank Suarez
MLU652111764	encargo	no	Coaching Para Coaches - Leonardo Wolk - Libro	Leonardo Wolk
MLU652112542	encargo	no	Hyperfocus. Cómo Centrar Tu Atención	CHRIS BAILEY
MLU652114132	encargo	no	Coco Y Pio - Alexis Deacon, De Deacon, Alexis. Editorial Ekare, Tapa Dura En Español	Alexis Deacon
MLU652114138	encargo	no	Libro Come Chocolate Y No Discutas Con Idiotas	Gómez, Jessica
MLU652114170	encargo	no	Libro Vampire Academy [ Bendecida Por Sombra ] Richelle Mead	Richelle Mead
MLU652115180	disponible	si	Educar Sin Pantallas, De Autor. Editorial Oberon En Español	Prada Gallego, Marta
MLU652115204	encargo	no	La Casa - Roca, Paco	Roca, Paco
MLU652147718	encargo	no	Libro El Fausto De Goethe, De Juan Manuel De Faramiñan Fernandez Figares. Editorial Comares, Tapa Blanda ( 2020)	JUAN MANUEL DE FARAMIÑAN FERNANDEZ FIGARES
MLU652149124	encargo	no	Baby-led Weaning: 0% Dramas, 100% Soluciones: 0% Dramas, 100	Prats, Begoña
MLU652152268	encargo	no	Complete Mathematics For Cambridge Igcse Extended - 5th Ed	David Rayner
MLU652152360	encargo	no	Plantas De Los Dioses - Schultes Richard Evans (tapa Dura)	Schultes, Richard Evans
MLU652153264	encargo	no	Como Concursar Cargos Directivos - Contenidos Teoricos Pract	Sanchez, Sandra
MLU652153292	encargo	no	Libro: La Baraja Musical. Nadal, Ester. Boileau	Nadal, Ester
MLU652173330	encargo	no	El Eneagrama Guia Facil Y Divertida, De Baron, Renee. Editorial Gaia Ediciones, Tapa Blanda En Español	BARON, RENEE
MLU652173340	encargo	no	Libro Macrame Facil Y Rapido. 20 Proyectos Paso A Paso	GENTRY, JIM
MLU652173352	encargo	no	Libro Gaturro Campeones, De Nik, Vol. 1. Editorial Catapulta, Tapa Blanda (2023)	Nik
